id;company;market_sector_id;symbol;bdr;cnpj;main_activity;market_sector;website
228;COMGAS;12;CGAS3;BR;61.856.571/0001-17;Setor de Atividade: Utilidade Pública: Distribuição de Gás Natural Canalizado.;Utilidade Pública / Gás / Gás;www.comgas.com.br
229;COMGAS;12;CGAS5;BR;61.856.571/0001-17;Setor de Atividade: Utilidade Pública: Distribuição de Gás Natural Canalizado.;Utilidade Pública / Gás / Gás;www.comgas.com.br
230;CONC RAPOSO;19;Nenhum ativo na B3;BR;10.531.501/0001-58;Concessionária de Rodovias.;Bens Industriais / Transporte / Exploração de Rodovias;www.cart.invepar.com.br
231;CONC RIO TER;19;CRTE3B;BR;00.938.574/0001-05;Administração. Operação E Conservação de Rodovia;Bens Industriais / Transporte / Exploração de Rodovias;www.crt.com.br
232;CONC RIO TER;19;CRTE5B;BR;00.938.574/0001-05;Administração. Operação E Conservação de Rodovia;Bens Industriais / Transporte / Exploração de Rodovias;www.crt.com.br
233;CONST A LIND;6;CALI3;BR;61.022.042/0001-18;Não Informado;Consumo Cíclico / Construção Civil / Incorporações;www.grupoldi.com.br
234;CONST A LIND;6;CALI4;BR;61.022.042/0001-18;Não Informado;Consumo Cíclico / Construção Civil / Incorporações;www.grupoldi.com.br
235;CONSTELLATIO;9;STZB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
236;COPASA;3;CSMG3;BR;17.281.106/0001-03;Prestar Serviços de Saneamento.;Utilidade Pública / água e Saneamento / água e Saneamento;www.copasa.com.br
237;COPEL;3;CPLE3;BR;76.483.817/0001-20;Geração. Transmissão. Comercialização E Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;http://ri.copel.com
238;COPEL;3;CPLE5;BR;76.483.817/0001-20;Geração. Transmissão. Comercialização E Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;http://ri.copel.com
239;COPEL;3;CPLE6;BR;76.483.817/0001-20;Geração. Transmissão. Comercialização E Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;http://ri.copel.com
240;COPHILLIPS;12;COPH34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Exploração. Refino e Distribuição;www.conocophillips.com
241;COR RIBEIRO;5;CORR3;BR;15.101.405/0001-93;Não Informado;Financeiro / Exploração de Imóveis / Exploração de Imóveis;www.crci.com.br
242;COR RIBEIRO;5;CORR4;BR;15.101.405/0001-93;Não Informado;Financeiro / Exploração de Imóveis / Exploração de Imóveis;www.crci.com.br
243;COSAN;3;CSAN3;BR;50.746.577/0001-15;Produção de Açúcar. Etanol E Cogeração de Energia. Distribuição de Combustíveis.produção E Distribuição de Lubrificantes.tranporte E Carregamento de Açúcar. Operador de Terras E Distribuição de Gás.;Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Exploração. Refino e Distribuição;www.cosan.com.br/ri
244;COSAN LOG;19;RLOG3;BR;17.346.997/0001-39;Administração. Direta Ou Indireta. de Participações Societárias em Empresas Do Setor de Infraestrutura.;Bens Industriais / Transporte / Transporte Ferroviário;http://ri.cosanlogistica.com/
245;COSERN;3;CSRN3;BR;08.324.196/0001-81;Serviço Público de Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.cosern.com.br
246;COSERN;3;CSRN5;BR;08.324.196/0001-81;Serviço Público de Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.cosern.com.br
247;COSERN;3;CSRN6;BR;08.324.196/0001-81;Serviço Público de Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.cosern.com.br
248;COSTCO;1;COWC34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo Cíclico / Comércio / Produtos Diversos;http://www.costco.com
249;COTEMINAS;1;CTNM3;BR;22.677.520/0001-76;5;Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos;www.ctnm.com.br
250;COTEMINAS;1;CTNM4;BR;22.677.520/0001-76;5;Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos;www.ctnm.com.br
251;COTY INC;1;COTY34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo não Cíclico / Produtos de Uso Pessoal e de Limpeza / Produtos de Uso Pessoal;http://www.coty.com
252;CPFL ENERGIA;3;CPFE3;BR;02.429.144/0001-93;Gestão de Participações Societárias (holdings);Utilidade Pública / Energia Elétrica / Energia Elétrica;www.cpfl.com.br
253;CPFL GERACAO;3;Nenhum ativo na B3;BR;03.953.509/0001-47;Geração de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.cpfl.com.br
254;CPFL PIRATIN;3;Nenhum ativo na B3;BR;04.172.213/0001-51;Prestação de Serviços Públicos de Distribuição de Energia Elétrica.;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.cpfl.com.br
255;CPFL RENOVAV;3;CPRE3;BR;08.439.659/0001-50;Geração de Energias Renováveis.;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.cpflrenovaveis.com.br
256;CR2;6;CRDE3;BR;07.820.907/0001-46;Incorporação Imobiliária;Consumo Cíclico / Construção Civil / Incorporações;www.cr2.com.br
257;CREDIT ACCEP;4;CRDA34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
258;CRISTAL;11;CRPG3;BR;15.115.504/0001-24;Não Informado;Materiais Básicos / Químicos / Químicos Diversos;http://www.cristal-al.com.br
259;CRISTAL;11;CRPG5;BR;15.115.504/0001-24;Não Informado;Materiais Básicos / Químicos / Químicos Diversos;http://www.cristal-al.com.br
260;CRISTAL;11;CRPG6;BR;15.115.504/0001-24;Não Informado;Materiais Básicos / Químicos / Químicos Diversos;http://www.cristal-al.com.br
261;CSU CARDSYST;4;CARD3;BR;01.896.779/0001-38;Terceirização em Administração E Processamento de Meios Eletrónicos de Pagamento. Infraestrutura E Gestão em Terceirização de Contact Center. Desenvolvimento E Gestão Operacional de Programas Market;Bens Industriais / Serviços / Serviços Diversos;www.csu.com.br
262;CSX CORP;9;CSXC34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
263;CTC S.A.;13;CTCA3;BR;06.981.381/0001-13;Com Sua Atuação em Biotecnologia E Melhoramento Genético O Ctc Busca Busca Promover O Aumento Da Produtividade. A Redução de Custos E Soluções Agrícolas E Industriais Para O Setor Sucroenergético.;Consumo não Cíclico / Agropecuária / Agricultura;www.ctc.com.br
264;CVC BRASIL;1;CVCB3;BR;10.760.260/0001-19;Serviços de Turismo. Compreendendo A Intermediação. Individualmente Ou Na Forma Agregada. de Passagens Aéreas. Transporte Terrestre. Reservas de Hotéis. Passagens de Cruzeiros Marítimos. Entre Outros.;Consumo Cíclico / Viagens e Lazer / Viagens e Turismo;http://www.cvc.com.br/ri
265;CVS HEALTH;1;CVSH34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo não Cíclico / Saúde / Medicamentos e Outros Produtos;http://www.cvs.com
266;CYRE COM-CCP;6;CCPR3;BR;08.801.621/0001-86;Incorporação de Empreendimentos Imobiliários;Financeiro / Exploração de Imóveis / Exploração de Imóveis;www.ccpsa.com.br
267;CYRELA REALT;6;CYRE3;BR;73.178.600/0001-18;Incorporação Imobiliária;Consumo Cíclico / Construção Civil / Incorporações;www.cyrela.com.br
268;DANAHER CORP;5;DHER34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Financeiro / Holdings Diversificadas / Holdings Diversificadas;www.danaher.com
269;DASA;13;DASA3;BR;61.486.650/0001-83;Análises Clínicas E Medicina Diagnóstica;Saúde / Serv.Méd.Hospit..Análises e Diagnósticos / Serv.Méd.Hospit..Análises e Diagnósticos;www.dasa3.com.br
270;DAVITA INC;9;DVAI34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
271;DEERE CO;9;DEEC34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
272;DELTA;19;DEAI34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Construção e Transporte / Transporte / Transporte Aéreo;http://www.delta.com
273;DENTSPLY SIR;9;XRAY34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
274;DEUTSCHE AK;9;DBAG34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
275;DIBENS LSG;4;Nenhum ativo na B3;BR;65.654.303/0001-73;Arrendamento Mercantil;Financeiro / Intermediários Financeiros / Soc. Arrendamento Mercantil;www.itau-unibanco.com.br/dibensleasing
276;DIMED;13;PNVL3;BR;92.665.611/0001-77;Comercio Atacadista E Varejista de Medicamentos E Produtos de Perfumaria E Toucador;Saúde / Comércio e Distribuição / Medicamentos e Outros Produtos;www.panvel.com.br
277;DIMED;13;PNVL4;BR;92.665.611/0001-77;Comercio Atacadista E Varejista de Medicamentos E Produtos de Perfumaria E Toucador;Saúde / Comércio e Distribuição / Medicamentos e Outros Produtos;www.panvel.com.br
278;DIRECIONAL;6;DIRR3;BR;16.614.075/0001-00;Incorporação. Construção E Comercialização de Imóveis Próprios Ou de Terceiros E Prestação de Serviços de Engenharia.;Consumo Cíclico / Construção Civil / Incorporações;www.direcional.com.br/ri
279;DISCOVERY IN;9;DCVY34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
280;DOHLER;1;DOHL3;BR;84.683.408/0001-03;Tecelagem de Fios de Algodão E Fibras Sintéticas;Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos;www.dohler.com.br
281;DOHLER;1;DOHL4;BR;84.683.408/0001-03;Tecelagem de Fios de Algodão E Fibras Sintéticas;Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos;www.dohler.com.br
282;DOLLAR GENER;9;DGCO34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
283;DOLLAR TREE;9;DLTR34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
284;DOMMO;12;DMMO3;BR;08.926.302/0001-05;A Companhia Terá Por Objeto A Exploração. Produção E Comercialização de Petróleo E Seus Derivados. Gás Natural E Outros Hidrocarbonetos Fluidos.;Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Exploração. Refino e Distribuição;www.dommoenergia.com.br
285;DTCOM-DIRECT;18;DTCY3;BR;03.303.999/0001-36;Treinamento em Desenvolvimento Profissional E Gerencial;Bens Industriais / Serviços / Serviços Diversos;www.dtcom.com.br
286;DTCOM-DIRECT;18;DTCY4;BR;03.303.999/0001-36;Treinamento em Desenvolvimento Profissional E Gerencial;Bens Industriais / Serviços / Serviços Diversos;www.dtcom.com.br
287;DUKE ENERGY;3;DUKB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.duke.com
288;DUPONT N INC;5;DDNB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Financeiro / Holdings Diversificadas / Holdings Diversificadas;www.bradescocustodia.com.br
289;DURATEX;6;DTEX3;BR;97.837.181/0001-47;Fabricação. Comércio. Importação E Exportação de Produtos Derivados de Madeira. de Produtos de Metais E Materiais Cerâmicos;Materiais Básicos / Madeira e Papel / Madeira;www.duratex.com.br
290;EBAY;17;EBAY34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Tecnologia da Informação / Programas e Serviços / Programas e Serviços;www.ebay.com
291;EBE;3;Nenhum ativo na B3;BR;02.302.100/0001-06;Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.bandeirante.com.br
292;ECO SEC AGRO;14;Nenhum ativo na B3;BR;10.753.164/0001-43;Aquisição de Quaisquer Direitos Creditorios Do Agronegocio Com A Consequente Emissão de Certificados de Recebiveis Do Agronegocio No Mercado Financeiro E de Capitais.;Não Classificados / Não Classificado / Não Classificados;www.ecoagro.agr.br
293;ECON;19;Nenhum ativo na B3;BR;08.873.873/0001-10;Serviços de Apoio Administrativo E de Engenharia. Exploração Direta Ou Indireta de Negócios de Concessão de Obras E Serviços Públicos.;Bens Industriais / Transporte / Exploração de Rodovias;www.ecorodovias.com.br
294;ECONORTE;19;Nenhum ativo na B3;BR;02.222.736/0001-30;Concessionária de Rodovias. Pontes. Túneis E Serviços Relacionados;Bens Industriais / Transporte / Exploração de Rodovias;www.econorte.com.br
295;ECOPISTAS;19;Nenhum ativo na B3;BR;10.841.050/0001-55;Concessão E Exploração de Rodovias.;Bens Industriais / Transporte / Exploração de Rodovias;www.ecopistas.com.br
296;ECORODOVIAS;19;ECOR3;BR;04.149.454/0001-80;Exploração Direta Ou Indireta de Negócios de Concessão de Obras E Serviços Públicos E Organização Logísitica Do Transporte de Carga.;Bens Industriais / Transporte / Exploração de Rodovias;www.ecorodovias.com.br
297;ECOVIAS;19;Nenhum ativo na B3;BR;02.509.491/0001-26;Concessão E Exploração de Rodovias;Bens Industriais / Transporte / Exploração de Rodovias;www.ecovias.com.br
298;ELECTR ARTS;9;EAIN34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
299;ELEKEIROZ;11;ELEK3;BR;13.788.120/0001-47;Industrialização E Comercialização de Produtos Químicos;Materiais Básicos / Químicos / Petroquímicos;www.elekeiroz.com.br
300;ELEKEIROZ;11;ELEK4;BR;13.788.120/0001-47;Industrialização E Comercialização de Produtos Químicos;Materiais Básicos / Químicos / Petroquímicos;www.elekeiroz.com.br
301;ELEKTRO;3;EKTR3;BR;02.328.280/0001-97;Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.elektro.com.br
302;ELEKTRO;3;EKTR4;BR;02.328.280/0001-97;Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.elektro.com.br
303;ELETROBRAS;3;ELET3;BR;00.001.180/0001-26;Empresa Holding de Geração. Transmissão E Distribuição de Energia;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.eletrobras.com
304;ELETROBRAS;3;ELET5;BR;00.001.180/0001-26;Empresa Holding de Geração. Transmissão E Distribuição de Energia;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.eletrobras.com
305;ELETROBRAS;3;ELET6;BR;00.001.180/0001-26;Empresa Holding de Geração. Transmissão E Distribuição de Energia;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.eletrobras.com
306;ELETRON;3;ETRO3B;BR;00.514.998/0001-42;Participação em Outras Sociedades.;Outros / Outros / Outros;http://www.eletronnet.com.br/home/index.aspx
307;ELETROPAR;3;LIPR3;BR;01.104.937/0001-70;A Eletropar Tem Por Objeto Social Principal A Participação No Capital Social Da Eletropaulo - Eletricidade de São Paulo S.A.. Concessionária de Serviços Pub. de Energia Elét.. E de Outras Sociedades.;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.eletrobraspar.com
308;ELETROPAULO;3;ELPL3;BR;61.695.227/0001-93;Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.aeseletropaulo.com.br
309;EMAE;3;EMAE3;BR;02.302.101/0001-42;Produção de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.emae.com.br
310;EMAE;3;EMAE4;BR;02.302.101/0001-42;Produção de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.emae.com.br
311;EMBRAER;7;EMBR3;BR;07.689.002/0001-89;Produção de Aerovanes;Bens Industriais / Material de Transporte / Material Aeronáutico e de Defesa;www.embraer.com.br
312;ENAUTA PART;12;ENAT3;BR;11.669.021/0001-10;Participação em Sociedades Que Se Dediquem à Exploração. Produção E comercialização de Petróleo. Gás Natural E Seus Derivados. Seja Como Sócio Ou acionista Ou Outras Formas de Associações.;Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Exploração. Refino e Distribuição;www.qgep.com.br
313;ENCORPAR;5;ECPR3;BR;01.971.614/0001-83;5;Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos;www.encopar.com.br
314;ENCORPAR;5;ECPR4;BR;01.971.614/0001-83;5;Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos;www.encopar.com.br
315;ENERGIAS BR;3;ENBR3;BR;03.983.431/0001-03;área de Negócios: Geração. Distribuição. Transmissão E Comercialização de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.edpbr.com.br
316;ENERGISA;3;ENGI11;BR;00.864.214/0001-06;Sociedade de Participações em Outras Empresas. Predominantemente em Distribuidoras de Energia Elétrica.;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.energisa.com.br
317;ENERGISA;3;ENGI3;BR;00.864.214/0001-06;Sociedade de Participações em Outras Empresas. Predominantemente em Distribuidoras de Energia Elétrica.;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.energisa.com.br
318;ENERGISA;3;ENGI4;BR;00.864.214/0001-06;Sociedade de Participações em Outras Empresas. Predominantemente em Distribuidoras de Energia Elétrica.;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.energisa.com.br
319;ENERGISA MT;3;ENMT3;BR;03.467.321/0001-99;Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.energisa.com.br
320;ENERGISA MT;3;ENMT4;BR;03.467.321/0001-99;Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.energisa.com.br
321;ENERSUL;3;Nenhum ativo na B3;BR;15.413.826/0001-50;Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.enersul.com.br
322;ENEVA;3;ENEV3;BR;04.423.567/0001-21;Empresa de Recursos Naturais E de Geração de Energia Elétrica. Integração Vertical Na Geração de Energia Elétrica.;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.eneva.com.br
323;ENGIE BRASIL;3;EGIE3;BR;02.474.103/0001-19;Geração E Comercialização de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.engieenergia.com.br
324;EQUATORIAL;3;EQTL3;BR;03.220.438/0001-73;Empresa Holding Com Atuação No Setor Elétrico;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.equatorialenergia.com.br
325;EQUINIX INC;9;EQIX34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
326;ESCELSA;3;Nenhum ativo na B3;BR;28.152.650/0001-71;Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.escelsa.com.br
327;ESTACIO PART;2;ESTC3;BR;08.807.432/0001-10;Desenvolve Principalmente Nas áreas de Educação de Nível Superior. Nas Modalidades Presencial E A Distância. Educação Profissional E/ou Outras áreas Associadas à Educação.;Consumo Cíclico / Diversos / Serviços Educacionais;www.estacioparticipacoes.com.br
328;ESTEE LAUDER;9;ELCI34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
329;ESTRELA;7;ESTR3;BR;61.082.004/0001-50;Fabricação de Brinquedos E Jogos Recreativos;Consumo Cíclico / Viagens e Lazer / Brinquedos e Jogos;www.estrela.com.br
330;ESTRELA;7;ESTR4;BR;61.082.004/0001-50;Fabricação de Brinquedos E Jogos Recreativos;Consumo Cíclico / Viagens e Lazer / Brinquedos e Jogos;www.estrela.com.br
331;ETERNIT;7;ETER3;BR;61.092.037/0001-81;Industrialização E Comercialização de Produtos de Fibrocimento. Cimento. Concreto. Gesso. Produtos de Matéria Plástica. Bem Como Outros Materiais de Construção E Respectivos Acessórios.;Bens Industriais / Construção e Engenharia / Produtos para Construção;www.eternit.com.br/ri
332;EUCATEX;7;EUCA3;BR;56.643.018/0001-66;Indústria E Comércio de Chapas de Fibra de Madeira;Materiais Básicos / Madeira e Papel / Madeira;www.eucatex.com.br/ri
333;EUCATEX;7;EUCA4;BR;56.643.018/0001-66;Indústria E Comércio de Chapas de Fibra de Madeira;Materiais Básicos / Madeira e Papel / Madeira;www.eucatex.com.br/ri
334;EVEN;6;EVEN3;BR;43.470.988/0001-65;Construção. Incorporação E Loteamento.;Consumo Cíclico / Construção Civil / Incorporações;http://www.even.com.br
335;EXCELSIOR;1;BAUH3;BR;95.426.862/0001-97;Não Informado;Consumo não Cíclico / Alimentos Processados / Carnes e Derivados;www.excelsior.ind.br
336;EXCELSIOR;1;BAUH4;BR;95.426.862/0001-97;Não Informado;Consumo não Cíclico / Alimentos Processados / Carnes e Derivados;www.excelsior.ind.br
337;EXPEDIA GROU;9;EXGR34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
338;EXXON MOBIL;12;EXXO34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Exploração. Refino e Distribuição;Não Informado
339;EZTEC;6;EZTC3;BR;08.312.229/0001-73;(a) Incorporação E Comercialização de Empreendimentos Imobiliários de Qualquer Natureza. (b) Administração E Locação de Imóveis Prórpios. (c) Loteamento de Terrenos. (d) Construção de Condomínios ...;Consumo Cíclico / Construção Civil / Incorporações;www.eztec.com.br/ri
340;FACEBOOK;16;FBOK34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Tecnologia da Informação / Programas e Serviços / Programas e Serviços;Não Informado
341;FASTENAL;9;FASL34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
342;FEDEX CORP;19;FDXB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Bens Industriais / Transporte / Transporte Rodoviário;www.fedex.com
343;FEMSA;1;FMXB34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo não Cíclico / Bebidas / Cervejas e Refrigerantes;http://www.femsa.com
344;FER C ATLANT;19;VSPT3;BR;00.924.429/0001-75;Serviço de Transporte Ferroviário;Bens Industriais / Transporte / Transporte Ferroviário;www.fcasa.com.br
345;FER C ATLANT;19;VSPT4;BR;00.924.429/0001-75;Serviço de Transporte Ferroviário;Bens Industriais / Transporte / Transporte Ferroviário;www.fcasa.com.br
346;FER HERINGER;11;FHER3;BR;22.266.175/0001-88;Produção. Comercialização E Distribuição de Fertilizantes. Com Atuação Nacional.;Materiais Básicos / Químicos / Fertilizantes e Defensivos;www.heringer.com.br
347;FERBASA;8;FESA3;BR;15.141.799/0001-03;Fabricação E Comercialização Dos Diversos Tipos de Ferroligas;Materiais Básicos / Siderurgia e Metalurgia / Siderurgia;www.ferbasa.com.br
348;FERBASA;8;FESA4;BR;15.141.799/0001-03;Fabricação E Comercialização Dos Diversos Tipos de Ferroligas;Materiais Básicos / Siderurgia e Metalurgia / Siderurgia;www.ferbasa.com.br
349;FGENERGIA;3;Nenhum ativo na B3;BR;12.489.315/0001-23;Construção. Operação E Exploração de Potencial de Energia Hidráulica E Comercialização Ou Utilização Da Energia Elétrica Produzida;Utilidade Pública / Energia Elétrica / Energia Elétrica;www.ferreiragomesenergia.com.br
350;FIFTH THIRD;9;FFTD34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
351;FINANSINOS;4;FNCN3;BR;91.669.747/0001-92;Financiamento de Bens E Serviços - Intermediação Financeira;Financeiro / Intermediários Financeiros / Soc. Crédito e Financiamento;www.finansinos.com.br
352;FIRST SOLAR;7;FSLR34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Bens Industriais / Serviços / Serviços Diversos;http://firstsolar.com
353;FLEETCOR TEC;9;FLTC34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Não Classificados / Não Classificado / Não Classificados;Não Informado
354;FLEURY;13;FLRY3;BR;60.840.055/0001-31;(i) A Prestação de Serviços Médicos E Medicina Diagnóstica. (ii) A Consultoria. Assessoria. Cursos E Palestras Na área Da Saúde. Bem Como A Prestação de Serviços Que Visem A Promoção de Saúde;Saúde / Serv.Méd.Hospit..Análises e Diagnósticos / Serv.Méd.Hospit..Análises e Diagnósticos;www.fleury.com.br/ri
355;FLEX S/A;7;FLEX3;BR;10.851.805/0001-00;A Companhia Atua Na Prestação de Serviços Especializados de Contact Center Ativo E Receptivo E Cobrança. Fazendo Gestão de Relacionamento Para Clientes E Seus Consumidores.;Bens Industriais / Serviços / Serviços Diversos;www.flexcontact.com.br
356;FORD MOTORS;7;FDMO34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo Cíclico / Automóveis e Motocicletas / Automóveis e Motocicletas;www.ford.com
357;FORJA TAURUS;7;FJTA3;BR;92.781.335/0001-02;Indústria E Comércio de Armas;Bens Industriais / Máquinas e Equipamentos / Armas e Munições;www.taurus.com.br
358;FORJA TAURUS;7;FJTA4;BR;92.781.335/0001-02;Indústria E Comércio de Armas;Bens Industriais / Máquinas e Equipamentos / Armas e Munições;www.taurus.com.br
359;FRAS-LE;7;FRAS3;BR;88.610.126/0001-29;Indústria de Autopeças E Materiais de Fricção;Bens Industriais / Material de Transporte / Material Rodoviário;http://ri.fras-le.com.br
360;FREEPORT;8;FCXO34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Materiais Básicos / Mineração / Minerais Metálicos;www.fcx.com
361;GAFISA;6;GFSA3;BR;01.545.826/0001-07;Não Informado;Consumo Cíclico / Construção Civil / Incorporações;www.gafisa.com.br
362;GAIA AGRO;14;Nenhum ativo na B3;BR;14.876.090/0001-93;Aquisição. Securitização. Emissão. Negociação E Prestação de Serviços Relacionados à Créditos Imobiliários E Créditos de Agronegócios Passíveis de Securitização.;Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis;www.gaiaagrosec.com.br
363;GAIA SECURIT;14;Nenhum ativo na B3;BR;07.587.384/0001-30;Aquisição. Securitização. Emissão. Negociação E Prestação de Serviços Relacionados à Créditos Imobiliários E Direitos Creditórios Do Agronegócio Passíveis de Securitização.;Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis;www.gaiasec.com.br
364;GAMA PART;5;OPGM3B;BR;02.796.775/0001-40;Participação em Outras Sociedades.;Outros / Outros / Outros;http://www.gamaparticipacoes.com.br/home/index.aspx
365;GAP;7;GPSI34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo Cíclico / Comércio / Tecidos. Vestuário e Calçados;http://www.gapinc.com
366;GE;7;GEOO34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Financeiro / Holdings Diversificadas / Holdings Diversificadas;www.ge.com
367;GEN DYNAMICS;7;GDBR34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Bens Industriais / Material de Transporte / Material Aeronáutico e de Defesa;www.generaldynamics.com
368;GENERAL MOT;7;GMCO34;BDRs DRN Não Patrocinado;00.000.000/0000-00;Não Informado;Consumo Cíclico / Automóveis e Motocicletas / Automóveis e Motocicletas;http://www.gm.com
